0, 4941.
1, 134.
2, 94.
3, 97.
4, 105.
5, 97.
6, 88.
7, 214.
8, 109.
9, 113.
10, 109.
11, 111.
12, 116.
13, 220.
14, 104.
15, 102.
16, 110.
17, 109.
18, 111.
19, 4069.
20, 5055.
21, 2081.
22, 0.
23, 0.
24, 0.
25, 0.
26, 0.
27, 0.
28, 0.
29, 0.
30, 0.
31, 0.
32, 0.
33, 0.
34, 0.
35, 0.
36, 0.
37, 0.
38, 0.
39, 0.
40, 0.
41, 0.
